id,Country,Region,District,Postos,Postos_INE,Urbanization Status,Cluster Area (from IEP),Cluster Area in km2,Population (from IEP),Population 2025,Population density,Population within 20 km,Buildings (from IEP),Buildings,Distance from MV power lines,Distance from nearest mini-grid,Nightlight (from IEP),Night lights intensity,Electrification status nightlights,Electrification status (IEP study),Least-cost electrification mode (IEP results),Least-cost elec. New Capacity (kW),Least-cost elec. Generating Cost ($/kWh),Relative Wealth Index,Percentage of food-insecure people,Livelihoods,Conflict fatalities nearby,Cyclone hazard (1 in 100 years wind speed),Elevation,Mean temperature,Mean diurnal temperature range,Cooling Degree Days Cold Room at 4C,Hot days (>30C) in a year,Relative humidity,Precipitation,Aridity Index,Climate class,Solar PV Output (kWh/year per installed kW),Cropland area ha,Cropland percentage of Influence area,Permanent water area (ha) within 10 km,Distance from coastlines,Travel time airports,Travel time ports,Travel time cities,Travel time capital,Travel time railway stations,Export Market Accessibility,National Market Accessibility,Fresh Markets Accessibility,Farming Activity,Ag Cooling Demand Export Market,Ag Cooling Demand National Market,Ag Cooling Demand Fresh Markets,Ag Cooling Demand ALL Markets,Banana production,Cassava production,Citrus production,Cashew Nut production,Cotton production,Maize production,Other Roots & Tubers production,Plantain production,Potato production,Rice production,Sorghum production,Sugarcane production,Sweet Potato production,Temperate Fruit production,Tobacco production,Tropical Fruit production,Vegetables production,Tomato production,Fishing Activity (marine + inland),Fishing type,Fish Cooling Demand Export Market,Fish Cooling Demand National Market,Fish Cooling Demand Fresh Markets,Fish Cooling Demand ALL Markets,Fresh Markets Accessibility - class,National Market Accessibility - class,Export Market Accessibility - class,Ag Cooling Demand ALL Markets - class,Fish Cooling Demand ALL Markets - class,Cooling_potential,Ground_Survey,Staple_Crop Production (t/y),Perishable_Crop Production (t/y),Cash Crop Production (t/y),PUE_potential
307325,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Rural Clusters,1.063,0.996,794.436,801,804,325671,1086,1086,114.079,131.849,0,0.2,likely electrified,99,10,25.533,0.781,-0.4,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",1,50,1251,19.8,1.1,5767,26,66,879,0.58,"Cwa  Temperate, dry winter, hot summer",1997,183.163,28.124,0,479.7,0.6,4.6,10.8,26,4,0.469,0.334,0.897,0.23,0.311,0.25,0.518,0.358,0,255.4,43.4,0,2,3133.3,3.9,0,2635.5,0.2,121.8,0,327.6,69.8,71.2,40.7,36.1,100.1,,none,,,,,Very High,Medium,High,High,None,High,No,6477.7,3369,219.8,None
307387,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Rural Clusters,1.192,1.117,1641.169,1641,1469,355126,1620,1620,117.515,130.321,0,0.2,likely electrified,99,10,52.747,0.01,0,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",1,50,1244,19.8,1.1,5767,4,69,1359,0.58,"Cwa  Temperate, dry winter, hot summer",1998,299.001,27.572,0,485.1,0.6,4.6,10.9,26,4,0.469,0.333,0.896,0.23,0.311,0.25,0.518,0.358,0,358.6,52.6,0,3.3,301.6,0.9,0,4498.9,0.3,78.4,0,185.5,91.8,113.1,37.8,41.2,113.1,,none,,,,,Very High,Medium,High,High,None,High,No,5424.2,5214.7,287.2,None
307394,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.27,0.253,237.998,245,969,344090,175,175,119.103,131.15,0,0.2,likely electrified,99,10,1.595,0.01,-0.2,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",1,50,1255,19.8,1.1,5767,4,69,1359,0.58,"Cwa  Temperate, dry winter, hot summer",2000,96.48,22.061,0,485.4,0.6,4.6,10.9,26,4,0.469,0.333,0.896,0.179,0.284,0.223,0.494,0.331,0,358.6,52.6,0,3.3,301.6,0.9,0,4498.9,0.3,78.4,0,185.5,91.8,113.1,37.8,41.2,113.1,,none,,,,,Very High,Medium,High,High,None,High,No,5424.2,5214.7,287.2,None
307396,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.348,0.326,307.536,315,966,350742,414,414,119.178,130.555,0,0.2,likely electrified,99,10,2.062,0.01,-0.3,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",1,50,1264,19.8,1.1,5767,4,69,1359,0.58,"Cwa  Temperate, dry winter, hot summer",1999,77.566,24.803,0,486.3,0.7,4.6,10.9,26,4.1,0.464,0.331,0.896,0.2,0.292,0.233,0.504,0.341,0,358.6,52.6,0,3.3,301.6,0.9,0,4498.9,0.3,78.4,0,185.5,91.8,113.1,37.8,41.2,113.1,,none,,,,,Very High,Medium,High,High,None,High,No,5424.2,5214.7,287.2,None
307402,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Rural Clusters,1.091,1.023,1082.708,1083,1058,351152,1540,1540,119.451,129.744,0,0.2,likely electrified,99,10,34.798,0.01,-0.3,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",1,50,1279,19.6,1.1,5694,4,69,1359,0.59,"Cwa  Temperate, dry winter, hot summer",1998,271.099,27.62,0,487.8,0.7,4.7,11,26.1,4.1,0.461,0.327,0.895,0.229,0.302,0.242,0.513,0.35,0,358.6,52.6,0,3.3,301.6,0.9,0,4498.9,0.3,78.4,0,185.5,91.8,113.1,37.8,41.2,113.1,,none,,,,,Very High,Medium,High,High,None,High,No,5424.2,5214.7,287.2,None
309512,Mozambique,TETE,MOATIZE,ZOBUE,Zóbue,Low Density Rural,0.243,0.225,51.655,52,231,5698,219,219,75.707,94.556,0.368,0.2,likely electrified,99,3,0.576,0.985,-0.1,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,68,354,25.3,1.2,7774,116,66,1153,0.44,"Aw   Tropical, savannah",1996,177.083,14.441,0,384.9,1,1.1,7.4,22.5,0.5,0.663,0.355,0.143,0.121,0.478,0.324,0.222,0.339,0,407.2,70.4,0,9,5343.8,1.2,0,0,0.6,121.3,0,388.1,222,108.2,34.7,67.9,180.9,,none,,,,,Low,High,Very High,High,None,High,No,6262.2,1121.1,441.8,None
310262,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.342,0.319,273.116,273,854,119723,267,267,104.096,142.57,0,0.2,likely electrified,99,3,3.028,0.98,-0.6,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,54,996,21.3,1.2,6314,34,66,953,0.56,"Cwa  Temperate, dry winter, hot summer",2008,358.943,23.075,0,457,0.7,4,10.2,25.3,3.3,0.503,0.297,0.476,0.196,0.344,0.246,0.335,0.305,0,240,35.6,0,1.4,2858.3,3.6,0,1758.4,0.2,123.8,0,294.9,57.8,58.7,32.2,27.4,81.6,,none,,,,,High,Medium,High,High,None,High,No,5279.2,2414.3,177.5,None
310353,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.481,0.45,358.703,359,798,295669,590,590,106.246,140.605,0,0.2,likely electrified,99,3,3.977,0.98,-0.1,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,54,1072,20.8,1.2,6132,26,66,879,0.57,"Cwa  Temperate, dry winter, hot summer",2009,88.332,22.819,0,461.1,0.5,4,10.3,25.4,3.4,0.506,0.359,0.901,0.185,0.329,0.262,0.518,0.368,0,567,75.9,0,3.6,5242.7,7,0,4621.6,0.4,240.5,0,601.3,121.3,139.5,74.5,62.4,185.6,,none,,,,,Very High,High,High,High,None,High,No,11280.5,6055.1,401.3,None
310385,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.317,0.297,262.213,262,883,302108,401,401,107.551,139.647,0,0.2,likely electrified,99,3,2.913,0.982,-0.2,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,54,1065,20.7,1.2,6096,26,66,879,0.59,"Cwa  Temperate, dry winter, hot summer",2006,97.089,14.974,0,463.3,0.5,4.1,10.3,25.4,3.4,0.503,0.358,0.901,0.122,0.292,0.226,0.487,0.332,0,327,40.3,0,2.2,2384.4,3.4,0,2863.2,0.2,116.7,0,306.4,63.5,80.8,42.3,35,104,,none,,,,,Very High,High,High,High,None,High,No,6001.3,3640.8,223.8,None
310494,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.082,0.077,62.826,63,816,311247,128,128,111.777,135.072,0,0.2,likely electrified,99,3,0.699,0.984,-0.3,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,54,1152,20.3,1.2,5950,26,66,879,0.57,"Cwa  Temperate, dry winter, hot summer",2000,31.551,21.592,0,473.1,0.5,4.4,10.6,25.8,3.8,0.483,0.343,0.898,0.173,0.299,0.236,0.502,0.344,0,348.4,43.6,0,2.2,2563.3,3.9,0,3384.9,0.2,123.5,0,331.4,67.3,85.6,46.7,37.6,111.9,,none,,,,,Very High,High,High,High,None,High,No,6755.6,4220.2,239.4,None
310499,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.49,0.459,334.871,335,730,315282,509,509,111.664,134.544,0,0.2,likely electrified,99,3,3.727,0.984,-0.3,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,52,1168,20.2,1.2,5913,26,66,879,0.57,"Cwa  Temperate, dry winter, hot summer",2000,70.732,26.617,0,473.8,0.5,4.4,10.7,25.8,3.8,0.483,0.342,0.897,0.214,0.319,0.255,0.518,0.363,0,348.4,43.6,0,2.2,2563.3,3.9,0,3384.9,0.2,123.5,0,331.4,67.3,85.6,46.7,37.6,111.9,,none,,,,,Very High,High,High,High,None,High,No,6755.6,4220.2,239.4,None
310512,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.186,0.174,172.59,173,993,310966,251,251,114.041,135.881,0,0.2,likely electrified,99,3,1.922,0.984,-0.2,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,50,1234,19.8,1.1,5767,26,66,879,0.58,"Cwa  Temperate, dry winter, hot summer",1999,35.452,20.475,0,473.8,0.5,4.4,10.7,25.8,3.8,0.483,0.342,0.897,0.164,0.284,0.22,0.487,0.328,0,255.4,43.4,0,2,3133.3,3.9,0,2635.5,0.2,121.8,0,327.6,69.8,71.2,40.7,36.1,100.1,,none,,,,,Very High,High,High,High,None,High,No,6477.7,3369,219.8,None
310519,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Rural Clusters,0.742,0.694,561.553,562,809,319565,896,896,114.129,135.068,0,0.2,likely electrified,99,10,18.048,0.793,-0.3,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,50,1236,19.8,1.1,5767,26,66,879,0.58,"Cwa  Temperate, dry winter, hot summer",1998,102.08,28.7,0,475.1,0.6,4.5,10.7,25.9,3.9,0.475,0.339,0.897,0.232,0.315,0.254,0.519,0.361,0,255.4,43.4,0,2,3133.3,3.9,0,2635.5,0.2,121.8,0,327.6,69.8,71.2,40.7,36.1,100.1,,none,,,,,Very High,Medium,High,High,None,High,No,6477.7,3369,219.8,None
310539,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.435,0.407,269.55,270,663,320592,197,197,113.828,133.179,0,0.2,likely electrified,99,10,1.807,0.01,-0.4,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,50,1250,19.8,1.1,5767,26,66,879,0.58,"Cwa  Temperate, dry winter, hot summer",1997,80.734,22.852,0,477.6,0.6,4.6,10.8,25.9,3.9,0.473,0.336,0.897,0.185,0.29,0.228,0.497,0.336,0,255.4,43.4,0,2,3133.3,3.9,0,2635.5,0.2,121.8,0,327.6,69.8,71.2,40.7,36.1,100.1,,none,,,,,Very High,Medium,High,High,None,High,No,6477.7,3369,219.8,None
310558,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.208,0.194,136.005,136,700,324261,108,108,116.475,134.777,0,0.2,likely electrified,99,3,1.515,0.984,-0.3,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,50,1211,20,1.1,5840,26,66,879,0.57,"Cwa  Temperate, dry winter, hot summer",1999,23.224,14.255,0,477.6,0.6,4.6,10.8,26,3.9,0.472,0.335,0.897,0.114,0.255,0.195,0.468,0.302,0,255.4,43.4,0,2,3133.3,3.9,0,2635.5,0.2,121.8,0,327.6,69.8,71.2,40.7,36.1,100.1,,none,,,,,Very High,Medium,High,High,None,High,No,6477.7,3369,219.8,None
310570,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.317,0.297,256.609,257,865,324850,198,198,116.247,133.675,0,0.2,likely electrified,99,10,1.72,0.01,-0.5,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,50,1220,20,1.1,5840,15,67,1119,0.57,"Cwa  Temperate, dry winter, hot summer",1999,41.908,21.129,0,479,0.6,4.6,10.8,26,4,0.469,0.334,0.897,0.17,0.284,0.224,0.494,0.331,0,255.4,43.4,0,2,3133.3,3.9,0,2635.5,0.2,121.8,0,327.6,69.8,71.2,40.7,36.1,100.1,,none,,,,,Very High,Medium,High,High,None,High,No,6477.7,3369,219.8,None
310626,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.076,0.071,81.871,82,1155,319297,158,158,119.574,133.053,0,0.2,likely electrified,99,3,0.911,0.983,0,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,50,1256,19.8,1.1,5767,4,69,1359,0.58,"Cwa  Temperate, dry winter, hot summer",2001,55.928,23.9,0,483,0.6,4.6,10.9,26,4,0.469,0.333,0.896,0.192,0.291,0.23,0.5,0.338,0,358.6,52.6,0,3.3,301.6,0.9,0,4498.9,0.3,78.4,0,185.5,91.8,113.1,37.8,41.2,113.1,,none,,,,,Very High,Medium,High,High,None,High,No,5424.2,5214.7,287.2,None
310627,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.087,0.081,110.873,111,1366,325074,159,159,119.408,132.594,0,0.2,likely electrified,99,3,1.234,0.983,-0.2,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,50,1254,19.8,1.1,5767,4,69,1359,0.58,"Cwa  Temperate, dry winter, hot summer",2001,62.961,21.661,0,483.5,0.6,4.6,10.9,26,4,0.469,0.333,0.896,0.174,0.281,0.221,0.492,0.328,0,358.6,52.6,0,3.3,301.6,0.9,0,4498.9,0.3,78.4,0,185.5,91.8,113.1,37.8,41.2,113.1,,none,,,,,Very High,Medium,High,High,None,High,No,5424.2,5214.7,287.2,None
312890,Mozambique,TETE,MOATIZE,ZOBUE,Zóbue,Low Density Rural,1.839,1.703,450.53,450,264,5902,1023,1023,78.254,94.647,1.021,0.2,likely electrified,1,1,8.102,0.1,-0.1,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,68,370,25.1,1.2,7702,116,66,1153,0.45,"Aw   Tropical, savannah",2003,351.121,9.193,0,382.9,1,1.1,7.4,22.5,0.5,0.663,0.355,0.143,0.085,0.455,0.301,0.201,0.316,0,662.3,138.2,0,15.7,11294.6,7.4,0,0,0.9,241.7,0,837.4,396.5,182.2,76.7,132.4,353,,none,,,,,Low,High,Very High,High,None,High,No,13044.3,2112.7,803.5,None
313599,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.204,0.191,157.321,157,822,161830,138,138,105.923,143.393,0,0.2,likely electrified,99,3,1.745,0.98,-0.5,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,54,1004,21,1.2,6205,34,66,953,0.56,"Cwa  Temperate, dry winter, hot summer",2008,233.754,26.996,0,457,0.6,4,10.2,25.3,3.3,0.506,0.317,0.61,0.223,0.354,0.264,0.404,0.338,0,509.1,71.4,0,3,5638,6.5,0,3500,0.4,233.5,0,566.4,119.4,122,63.3,54.9,161.4,,none,,,,,Very High,Medium,High,High,None,High,No,10453.9,4819.6,362.6,None
313617,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.204,0.19,143.033,143,751,253277,128,128,106.826,143.136,0,0.2,likely electrified,99,3,1.587,0.981,-0.4,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,54,1051,21,1.2,6205,26,66,879,0.56,"Cwa  Temperate, dry winter, hot summer",2007,279.516,23.139,0,457.9,0.5,3.9,10.2,25.3,3.3,0.511,0.362,0.899,0.194,0.341,0.272,0.526,0.379,0,1123.8,153.2,0,6.9,11221,13.5,0,8432.9,0.8,481.7,0,1187.4,251.4,277.7,140.2,122.4,363,,none,,,,,Very High,High,High,High,None,High,No,22461.1,11271.6,798.6,None
313661,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.321,0.3,240.309,240,800,297699,299,299,107.385,141.509,0,0.2,likely electrified,99,3,2.667,0.981,-0.3,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,54,1052,20.8,1.2,6132,26,66,879,0.57,"Cwa  Temperate, dry winter, hot summer",2007,166.501,18.533,0,460.6,0.5,4,10.2,25.4,3.4,0.506,0.361,0.902,0.153,0.312,0.246,0.504,0.352,0,614.7,81.8,0,3.9,5583,7,0,4932.9,0.4,248.2,0,621,132,155.7,76.9,67.5,201.6,,none,,,,,Very High,High,High,High,None,High,No,12007.2,6452,436,None
313709,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.244,0.228,201.821,202,885,306418,267,267,109.982,141.762,0,0.2,likely electrified,99,3,2.242,0.982,-0.6,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,54,1035,20.9,1.2,6168,26,66,879,0.58,"Cwa  Temperate, dry winter, hot summer",2004,115.24,19.808,0,462.1,0.4,4.1,10.3,25.4,3.4,0.507,0.359,0.901,0.162,0.32,0.252,0.51,0.359,0,614.7,81.8,0,3.9,5583,7,0,4932.9,0.4,248.2,0,621,132,155.7,76.9,67.5,201.6,,none,,,,,Very High,High,High,High,None,High,No,12007.2,6452,436,None
313721,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.185,0.173,165.454,166,960,309405,228,228,110.775,142.085,0,0.2,likely electrified,99,3,1.838,0.982,-0.7,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,54,1034,20.8,1.2,6132,26,66,879,0.58,"Cwa  Temperate, dry winter, hot summer",2004,85.037,19.773,0,462.2,0.4,4.1,10.3,25.5,3.4,0.506,0.358,0.901,0.16,0.316,0.248,0.507,0.355,0,287.7,41.5,0,1.7,3198.6,3.6,0,2069.7,0.2,131.5,0,314.6,68.5,74.9,34.6,32.5,97.6,,none,,,,,Very High,High,High,High,None,High,No,6005.9,2811.2,212.2,None
313798,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.247,0.231,204.194,204,883,312218,227,227,113.475,139.772,0,0.2,likely electrified,99,3,2.271,0.983,-0.3,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,54,1160,20.2,1.2,5913,26,66,879,0.57,"Cwa  Temperate, dry winter, hot summer",2002,19.59,16.845,0,467.7,0.4,4.3,10.5,25.6,3.6,0.496,0.35,0.899,0.135,0.284,0.218,0.483,0.325,0,207.9,37.9,0,1.7,2791,3.8,0,2067.9,0.2,114.6,0,297.3,59.7,59.2,35.8,31.1,85.9,,none,,,,,Very High,High,High,High,None,High,No,5482.7,2703.5,187.5,None
313813,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.165,0.154,114.752,115,744,309256,147,147,112.717,138.021,0,0.2,likely electrified,99,3,1.276,0.983,-0.2,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,54,1160,20.2,1.2,5913,26,66,879,0.57,"Cwa  Temperate, dry winter, hot summer",2002,28.57,12.758,0,469.6,0.6,4.5,10.7,25.8,3.8,0.479,0.34,0.897,0.102,0.257,0.196,0.466,0.303,0,556.3,81.5,0,3.9,5354.3,7.7,0,5452.8,0.4,238.1,0,628.7,127,144.8,82.5,68.7,197.8,,none,,,,,Very High,Medium,High,High,None,High,No,12238.3,6923.7,426.9,None
313828,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.516,0.483,422.019,422,873,311801,502,502,114.541,138.154,0,0.2,likely electrified,99,8,27.16,0.982,-0.2,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,54,1220,19.8,1.1,5767,26,66,879,0.57,"Cwa  Temperate, dry winter, hot summer",1999,88.358,20.167,0,470.9,0.5,4.4,10.6,25.8,3.8,0.483,0.343,0.898,0.163,0.283,0.22,0.487,0.327,0,896.5,127.3,0,7.2,5621.4,8.6,0,8989.6,0.7,306.6,0,822.3,211,248.9,114.8,106.5,302.5,,none,,,,,Very High,High,High,High,None,High,No,16645.7,11149.3,688.4,None
313835,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.261,0.244,186.583,187,765,313717,180,180,114.604,137.423,0,0.2,likely electrified,99,3,2.077,0.984,-0.1,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,52,1216,19.9,1.1,5803,26,66,879,0.57,"Cwa  Temperate, dry winter, hot summer",1999,36.473,19.35,0,472,0.5,4.5,10.7,25.8,3.8,0.482,0.341,0.897,0.155,0.28,0.217,0.485,0.325,0,1151.9,170.7,0,9.2,8754.7,12.5,0,11625.1,0.9,428.4,0,1149.9,280.8,320.1,155.5,142.6,402.6,,none,,,,,Very High,High,High,High,None,High,No,23123.4,14518.3,908.2,None
313839,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.177,0.166,135.33,135,815,311913,167,167,114.454,136.642,0,0.2,likely electrified,99,3,1.507,0.984,-0.2,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,50,1242,19.8,1.1,5767,26,66,879,0.58,"Cwa  Temperate, dry winter, hot summer",1998,27.391,14.887,0,473.1,0.5,4.4,10.7,25.8,3.8,0.483,0.342,0.897,0.119,0.26,0.197,0.466,0.304,0,944,132.8,0,7.5,5963.7,8.7,0,9557.2,0.7,313.8,0,852.6,221.1,260.9,119.7,111.5,316.7,,none,,,,,Very High,High,High,High,None,High,No,17640.7,11814.8,720.7,None
313865,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.115,0.107,101.48,102,948,316258,224,224,116.626,136.539,0,0.2,likely electrified,99,3,1.13,0.984,-0.4,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,50,1208,20.1,1.1,5877,26,66,879,0.57,"Cwa  Temperate, dry winter, hot summer",1999,43.841,19.345,0,475.1,0.5,4.5,10.8,25.9,3.9,0.477,0.338,0.897,0.155,0.282,0.22,0.489,0.328,0,595.6,89.2,0,5.3,3400.4,4.8,0,6172.3,0.5,190.3,0,521.2,153.8,175.3,73,73.9,204.8,,none,,,,,Very High,Medium,High,High,None,High,No,10885.1,7594.6,481.3,None
313868,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.187,0.175,153.596,154,880,321945,198,198,116.468,135.295,0,0.2,likely electrified,99,3,1.71,0.984,-0.3,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,50,1194,20.1,1.1,5877,26,66,879,0.57,"Cwa  Temperate, dry winter, hot summer",1999,43.821,27.055,0,476.8,0.6,4.6,10.8,26,3.9,0.472,0.335,0.897,0.217,0.312,0.251,0.518,0.359,0,255.4,43.4,0,2,3133.3,3.9,0,2635.5,0.2,121.8,0,327.6,69.8,71.2,40.7,36.1,100.1,,none,,,,,Very High,Medium,High,High,None,High,No,6477.7,3369,219.8,None
313873,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.17,0.159,133.898,134,840,319312,126,126,117.484,135.834,0,0.2,likely electrified,99,3,1.49,0.984,-0.3,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,50,1192,20.1,1.1,5877,26,66,879,0.57,"Cwa  Temperate, dry winter, hot summer",2000,46.112,20.849,0,476.9,0.5,4.6,10.8,25.9,3.9,0.476,0.338,0.897,0.167,0.288,0.226,0.495,0.334,0,595.6,89.2,0,5.3,3400.4,4.8,0,6172.3,0.5,190.3,0,521.2,153.8,175.3,73,73.9,204.8,,none,,,,,Very High,Medium,High,High,None,High,No,10885.1,7594.6,481.3,None
313877,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Low Density Rural,0.223,0.209,196.504,196,938,316695,305,305,118.501,136.639,0,0.2,likely electrified,99,3,2.186,0.983,0,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,50,1227,19.9,1.1,5803,26,66,879,0.57,"Cwa  Temperate, dry winter, hot summer",2001,71.772,20.695,0,476.7,0.5,4.5,10.8,25.9,3.9,0.477,0.338,0.897,0.167,0.284,0.222,0.491,0.329,0,595.6,89.2,0,5.3,3400.4,4.8,0,6172.3,0.5,190.3,0,521.2,153.8,175.3,73,73.9,204.8,,none,,,,,Very High,Medium,High,High,None,High,No,10885.1,7594.6,481.3,None
313893,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Rural Clusters,1.509,1.414,1365.178,1375,972,316062,1027,1027,120.073,136.18,0,0.2,likely electrified,1,1,24.55,0.1,-0.1,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,50,1244,19.8,1.1,5767,4,69,1359,0.57,"Cwa  Temperate, dry winter, hot summer",2002,178.572,25.674,0,478.8,0.5,4.5,10.8,25.9,3.9,0.477,0.338,0.897,0.21,0.305,0.242,0.509,0.35,0,1246.5,184.4,0,11.4,3956.1,6.5,0,13958.3,1.1,333.3,0,857.9,320.3,380.3,141.3,148.5,409.2,,none,,,,,Very High,Medium,High,High,None,High,No,20359.7,16679.3,1001.8,None
313905,Mozambique,TETE,ANGONIA,DOMUE,Dómue,Rural Clusters,0.547,0.513,619.283,619,1207,318466,668,668,119.778,134.437,0,0.2,likely electrified,99,10,19.904,0.01,-0.4,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,50,1244,19.8,1.1,5767,4,69,1359,0.58,"Cwa  Temperate, dry winter, hot summer",2001,110.438,24.826,0,481.1,0.5,4.6,10.8,25.9,3.9,0.476,0.338,0.897,0.201,0.3,0.237,0.505,0.345,0,650.9,95.2,0,6.1,555.7,1.7,0,7786,0.6,143,0,336.7,166.5,205,68.3,74.6,204.4,,none,,,,,Very High,Medium,High,High,None,High,No,9474.6,9084.7,520.5,None
316142,Mozambique,TETE,MOATIZE,ZOBUE,Zóbue,Low Density Rural,0.444,0.411,100.909,101,245,7263,332,332,80.113,97.005,0,0.2,likely electrified,99,3,1.119,0.98,-0.6,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,68,366,25.2,1.2,7738,116,66,1153,0.44,"Aw   Tropical, savannah",2006,546.588,17.488,0,383.8,1.1,1.2,7.4,22.5,0.5,0.658,0.354,0.148,0.158,0.493,0.34,0.24,0.356,0,244.2,64.8,0,6.5,5462.1,6.2,0,0,0.3,118.1,0,418.4,164.8,70.2,41.7,62.4,164.5,,none,,,,,Low,High,Very High,High,None,High,No,6249.3,937.7,345.6,None
316655,Mozambique,TETE,TSANGANO,TSANGANO,Tsangano,Low Density Rural,0.477,0.445,186.424,186,418,94551,251,251,103.959,158.116,0,0.2,likely electrified,99,3,2.08,0.986,-0.1,,"Tete Highland Mixed Cropping, Tobbaco, and Cotton",0,58,984,21.5,1.1,6388,41,68,1181,0.57,"Cwa  Temperate, dry winter, hot summer",1996,483.855,25.317,0,435.5,1,3.3,9.5,24.6,2.6,0.533,0.31,0.404,0.218,0.377,0.269,0.315,0.317,0,341.2,47.5,0,1.8,4054.2,3.5,0,2330.5,0.2,118.5,0,323.7,84.1,82,44.5,36.3,105.2,,none,,,,,High,Medium,High,High,None,High,No,7171.8,3163.8,248.7,None
